item	equate	label
mdtfmd005		When holding objects, tends to put in mouth
mdtfmd006		Grasps hold of large thing
mdtfmd007		Can pick up a larger object from ground. (e.g. spoon or rattle)
mdtfmd008		Can see a small object such as a piece of maize or a bean
mdtfmd009		Transfers objects from one hand to the other hand
mdtfmd010		Picks up small things in a RAKING fashion
mdtfmd011		Strikes on object with another in imitation with the examiner
mdtfmd012		Finds object under piece of cloth
mdtfmd013		Picks up maize or bean with thumb and one finger
mdtfmd014		Puts 1 or more blocks in and out of cup
mdtfmd015		Pushes a little car along
mdtfmd016		Puts blocks into jar with screw on lid in imitation
mdtfmd017		Dumps blocks out of jar purposefully
mdtfmd018		Scribbles on paper (straight scribble)
mdtfmd019		Scribbles on paper (circular scribble)
mdtfmd020		Builds a tower of 2 blocks
mdtfmd021		Puts pegs into board in <= 2 minutes
mdtfmd022		Builds tower of 4 blocks
mdtfmd023		Builds tower of 6 blocks
mdtfmd024		Puts pegs into board in up to <=30 seconds
mdtfmd025		Unscrews and screws back on lid of jar
mdtfmd026		Threads 6 beads
mdtfmd027		Copies a vertical line (as drawn by the examiner) within about 30 degrees
mdtfmd028		Picks longest stick 3 times out of 3 tries
mdtfmd029		Picks heaviest box 3 time out of 3 tries
mdtfmd030		Can make a bridge with 3 blocks
mdtfmd031		Makes a doll out of clay
mdtfmd032		Copies a circle
mdtfmd033		Copies a cross
mdtfmd034		Copies a square
mdtgmd001		Lifts chin off floor
mdtgmd002		Prone (on tummy), can lift head up to 90 degrees
mdtgmd003		Holds head upright for a few seconds
mdtgmd004		Pulls to sit with no head lag
mdtgmd005		Lifts head, shoulders and chest when prone
mdtgmd006		Bears weight on legs when held in standing position
mdtgmd007		Sits with help
mdtgmd008		Rolls over from back to front
mdtgmd009		Sits without help for a short time
mdtgmd010		Sits by self well
mdtgmd011		Crawls in any way
mdtgmd012		Pulls self to stand/trying to get to standing
mdtgmd013		Able to stand well if holding onto things
mdtgmd014		Walks using both hands of someone
mdtgmd015		Walks with help (using somebodys hand as if led or a piece of furniture)
mdtgmd016		Walks, but falls over at times
mdtgmd017		Stoops and recovers. (Picks up object off floor without falling)
mdtgmd018		Walks well
mdtgmd019		Basic running, may fall over
mdtgmd020		Kicks ball, tries to kick ball
mdtgmd021		Runs well, stopping and starting without falling
mdtgmd022		Kneels and gets up without using hands
mdtgmd023		Throws a ball into a basket (at least one of 3 times) 1 meter away
mdtgmd024		Runs, stops and is able to kick a ball some distance
mdtgmd025		Jumps with feet together off the ground
mdtgmd026		Jumps over line/string on the ground
mdtgmd027		Stands on one foot for less than 5 seconds
mdtgmd028		Walks on heels for 6 + steps
mdtgmd029		Jumps over a piece of paper (widthways)
mdtgmd030		Walks on tip toes for six or more steps
mdtgmd031		Hops on one foot without support, has to go 3 steps
mdtgmd032		Stands on one foot for a longer time  (at least 5 seconds -tminute
mdtgmd033		Can throw a ball up in the air and catch it with 2 hands
mdtgmd034		Heel/toe walk with one foot behind the other along the string with good balance:
mdtlgd001		Startles or jumps/responds to sounds
mdtlgd002		Happy vocalizing or making sounds  not crying
mdtlgd003		Laughs/chuckles
mdtlgd004		Turns to voice
mdtlgd005		Uses single syllables or sounds, for example Ma, Pa, Da, Ba, Ta
mdtlgd006		Responds to his or her name
mdtlgd007		Uses 2/4 syllable babble such as Dada, Mama, Mimi, Tata, Papa, Yaya, Baba
mdtlgd008		Understands when being cautioned about danger. For example when parent says STOP! to child, s/he stops even briefly
mdtlgd009		Indicates by gesture to say No
mdtlgd010		Follows simple commands (1 step)
mdtlgd011		Unclear talk/jabber in sentences - pretends to talk
mdtlgd012		Says 2 words, but words other than those used for mother and father
mdtlgd013		Says 2 words together
mdtlgd014		Says 6 words, but words other than those used for mother and father
mdtlgd015		Follows 2 step commands
mdtlgd016		Child can IDENTIFY (point to or give you) 5 objects you name
mdtlgd017		Speaks clearly in sentences
mdtlgd018		Points to 2 or more body parts
mdtlgd019		Child can NAME 5 objects in the basket
mdtlgd020		Child can tell you his or her first name
mdtlgd021		Knows actions of 3 or more objects
mdtlgd022		Child can IDENTIFY (point to or give you) 10 objects you name
mdtlgd023		Child can NAME 10 objects in the basket
mdtlgd024		Child is able to categorize things
mdtlgd025		Child is able to follow a 3 step command
mdtlgd026		Is able to tell you the use of 3 or more objects
mdtlgd027		Can do 2 syllable recall
mdtlgd028		Child knows 2 of 3 comprehension questions
mdtlgd029		Understands the adjectives such as faster by answering Which goes faster, a car or a bicycle?
mdtlgd030		Can do 4 syllable recall
mdtlgd031		Child can understand prepositions and follow tasks related to this
mdtlgd032		Understands the concept of opposites
mdtlgd033		Knows quantities  can count at least 3 objects
mdtlgd034		SEE ITEM 33
mdtsed001		Smiles, but not at a particular person
mdtsed002		Smiles in response to a person
mdtsed003		Frolics with mother or caregiver (moves body in response to another person)
mdtsed004		Frolics alone, plays around moving body, kicking legs in a happy way
mdtsed005		Recognizes or calms and quiets with caregivers/known family members
mdtsed006		Will take porridge from a spoon when fed by a caregiver
mdtsed007		Helps to hold a cup while mom gives a drink
mdtsed008		Puts arms up or indicates in some way that they want to be picked up
mdtsed009		Can hold a spoon with porridge but not get to mouth well
mdtsed010		Drinks form a cup well without spilling
mdtsed011		Is able to indicate, by pointing, that they want something
mdtsed012		Can eat by picking up morsels of food from a plate
mdtsed013		Puts hands out to have them washed
mdtsed014		Can hold a spoon and take porridge by self, but spills some
mdtsed015		Indicates in some way that they need to go for a poo/pee, for example by crying, pulling at pants or saying something
mdtsed016		Wants to join in with singing games
mdtsed017		Able to greet either by extending hand or verbally
mdtsed018		Sharing things, including food with others
mdtsed019		Does a poo or pees by themselves without wetting their pants
mdtsed020		Can feed self well using a spoon without spilling
mdtsed021		Can make own morsels of food and put in mouth
mdtsed022		Able to undress by themselves
mdtsed023		Wants to go and visit a friends house (shows independence)
mdtsed024		Can go to the toilet by themselves anywhere
mdtsed025		Can eat food with bits in it or bones
mdtsed026		Is able to dress self but not completely
mdtsed027		Washes hands well by self before/after eating
mdtsed028		Knows to keep quiet at important meetings or ceremonies
mdtsed029		Does household chores or helps father or mother in a useful way
mdtsed030		Able to dress by themselves completely
mdtsed031		Understands the concept of discipline
mdtsed032		Knows how to be respectful to elders
mdtsed033		Is able to go to the toilet/pit latrine by self
mdtsed034		Label unknown
mulcgd010		Fixates on triangle (S) 
mulcgd011		Tracks triangle (S) 
mulcgd020		Tracks schematic face 90 degrees (S)
mulcgd030		Tracks moving bull's-eye 180 degrees (PPr)
mulcgd040		Localizes alternating red ball and schematic face (PPr)
mulcgd050		Stares at own hand (S)
mulcgd060		Localizes bull's-eye near and far (Ssit)
mulcgd070		Looks for dropped spoon(A/V) (Ssit)
mulcgd080		Pulls cord to obtain disc (Ssit)
mulcgd090		Looks for ring hidden under washcloth (Sit) 1 partially hidden 
mulcgd091		Looks for ring hidden under washcloth (Sit) 1  fully hidden
mulcgd100		Turns cup right-side up
mulcgd110		Makes object association
mulcgd120		Looks for car under two washcloths
mulcgd130		Shows interest in book as hinge
mulcgd140		Attends to picture (A/V)
mulcgd150		Looks for toy covered, then displaced
mulcgd160		Discriminates forms on formboard - only the circle
mulcgd161		Discriminates forms on formboard - circle and square
mulcgd162		Discriminates forms on formboard - three forms
mulcgd163		Discriminates forms on formboard - all four forms
mulcgd170		Matches objects with naming or without naming - one object
mulcgd171		Matches objects with naming or without naming - 2 objects
mulcgd172		Matches objects with naming or without naming - 3 objects
mulcgd180		Nests nesting cups 1 nests three 2 nests four
mulcgd181		Nests nesting cups 1 nests three 2 nests four
mulcgd190		Sorts spoons and blocks by category
mulcgd200		Matches by shape
mulcgd210		Matches pictures
mulcgd220		Matches by size, color
mulcgd230		Memory for one picture
mulcgd240		Spatial details I
mulcgd250		Spatial details II (flower) 1 three details 
mulcgd251		Spatial details II (flower) 1  four details
mulcgd260		Memory for objects
mulcgd270		Discriminates spatial position
mulcgd280		Matches letters
mulcgd290		Discriminates left or right - 1 object
mulcgd291		Discriminates left or right -2 objects
mulcgd292		Discriminates left or right - 3 objects
mulcgd293		Discriminates left or right - 4 objects
mulcgd300		Matches letters, words - two matches
mulcgd301		Matches letters, words - four matches
mulcgd302		Matches letters, words - five matches
mulcgd303		Matches letters, words - six matches
mulcgd310		Memory for three pictures
mulcgd320		Spatial details III dog 1 three details
mulcgd321		Spatial details III dog 1 four details
mulcgd330		Memory for form 1 two forms 
mulcgd331		Memory for form 1 three forms
mulexd010		Sucking, swallowing, chewing movements
mulexd020		Vocalizes (S)
mulexd030		Smiles and makes happy sounds (S)
mulexd040		Coos, chuckles, or laughs
mulexd050		Makes vocalizations such as ah eh m
mulexd060		Plays with sounds such a o v ahgoo
mulexd070		Voluntary babbling such as bu bu bu 
mulexd080		Produces three consonant sounds such as p d k g m
mulexd090		Vocalizes two-syllable sounds such as dada or baba
mulexd100		Plays gesture/language game
mulexd110		Says first words 1 one word 2 two to seven words 3 eight words
mulexd111		Says first words 1 one word 2 two to seven words 3 eight words
mulexd112		Says first words 1 one word 2 two to seven words 3 eight words
mulexd120		Jabbers with inflection
mulexd130		Combines jargon/gestures
mulexd140		Combines words/gestures
mulexd150		Names objects 1 one to three 2 four to five 3 six
mulexd151		Names objects 1 one to three 2 four to five 3 six
mulexd152		Names objects 1 one to three 2 four to five 3 six
mulexd160		Labels picture
mulexd170		Uses two-word phrase
mulexd180		Picture vocabulary 1 five to ten 2 eleven to fourteen 3 fifteen tot sixteen 4 seventeen 5 eighteen
mulexd181		Picture vocabulary 1 five to ten 2 eleven to fourteen 3 fifteen tot sixteen 4 seventeen 5 eighteen
mulexd182		Picture vocabulary 1 five to ten 2 eleven to fourteen 3 fifteen to sixteen 4 seventeen 5 eighteen
mulexd183		Picture vocabulary 1 five to ten 2 eleven to fourteen 3 fifteen tot sixteen 4 seventeen 5 eighteen
mulexd184		Picture vocabulary 1 five to ten 2 eleven to fourteen 3 fifteen tot sixteen 4 seventeen 5 eighteen
mulexd190		Uses pronouns
mulexd200		Counts to two
mulexd201		Counts to three
mulexd202		Counts to twelve
mulexd210		Repeats two numbers
mulexd220		Uses three to four word sentences
mulexd230		Answers questions - two
mulexd231		Answers questions - three
mulexd240		Verbal analogies four
mulexd241		Verbal analogies five
mulexd242		Verbal analogies six
mulexd243		Verbal analogies seven
mulexd244		Verbal analogies eight
mulexd250		Repeats two sentences I
mulexd260		Oral vocabulary five
mulexd261		Oral vocabulary seven
mulexd262		Oral vocabulary eight
mulexd263		Oral vocabulary nine
mulexd270		Practical reasoning four
mulexd271		Practical reasoning five
mulexd272		Practical reasoning six
mulexd273		Practical reasoning seven
mulexd280		Repeats sentences II one
mulexd281		Repeats sentences II two
mulfmd010		Arms flexed/hands fisted (S)
mulfmd020		Holds ring reflexively (S)
mulfmd030		Brings fist to mouth (P)
mulfmd040		Bilateral orientation in midline (S)
mulfmd050		Grasp reflex integrated
mulfmd060		Grasps peg (ulnar palmar) (PPr or Ssit)
mulfmd070		Reaches for and grasps block (radial palmar grasp) (Ssit)
mulfmd080		Transfers, bangs, drops (Ssit)
mulfmd090		Refined grasp/thumb opposition (Sit)
mulfmd100		Uses pincer grasp (Sit)  partial
mulfmd101		Uses pincer grasp (Sit)  refined
mulfmd110		Bangs in midline, horizontal movement (Sit)
mulfmd120		Takes blocks out, puts blocks in 1 one block 2 four blocks 3 seven blocks
mulfmd121		Takes blocks out, puts blocks in 1 one block 2 four blocks 3 seven blocks
mulfmd122		Takes blocks out, puts blocks in 1 one block 2 four blocks 3 seven blocks
mulfmd130		Uses two hands together
mulfmd140		Turns pages in a book several at a time
mulfmd141		Turns pages in a book one at a time
mulfmd150		Imitates crayon lines 1 any direction and horizontal 2 vertical
mulfmd151		Imitates crayon lines 1 any direction and horizontal 2 vertical
mulfmd160		Puts pennies in slot, horizontal 
mulfmd161		Puts pennies in slot, vertical
mulfmd170		Stacks blocks vertically 1 thee to five 2 six to eight 3 nine or more
mulfmd171		Stacks blocks vertically 1 thee to five 2 six to eight 3 nine or more
mulfmd172		Stacks blocks vertically 1 thee to five 2 six to eight 3 nine or more
mulfmd180		Imitates four-block train 
mulfmd181		Imitates four-block train with driver
mulfmd190		Unscrews, screws nut and bolt
mulfmd200		Strings beads
mulfmd210		Imitates four-block tower
mulfmd220		Copies circle
mulfmd221		Copies circle and line
mulfmd230		Draws in path two figures
mulfmd231		Draws in path three figures
mulfmd240		Cuts with scissors one-inch cut 
mulfmd241		Cuts with scissors two-inch cut
mulfmd250		Folds paper three times
mulfmd260		Imitates drawings one task 
mulfmd261		Imitates drawings two tasks 
mulfmd262		Imitates drawings three tasks
mulfmd270		Touches fingers I
mulfmd280		Touches fingers II
mulfmd290		Folds paper twice to form square
mulfmd300		Copies shapes and letters 1 one tasks 2 two tasks 3 three tasks 4 four tasks 5 five tasks
mulfmd301		Copies shapes and letters 1 one tasks 2 two tasks 3 three tasks 4 four tasks 5 five tasks
mulfmd302		Copies shapes and letters 1 one tasks 2 two tasks 3 three tasks 4 four tasks 5 five tasks
mulfmd303		Copies shapes and letters 1 one tasks 2 two tasks 3 three tasks 4 four tasks 5 five tasks
mulfmd304		Copies shapes and letters 1 one tasks 2 two tasks 3 three tasks 4 four tasks 5 five tasks
mulgmd010		Enjoys being held/realigns (Up)
mulgmd020		Rotates head (P)
mulgmd030		Moves arms, legs vigorously (S)
mulgmd040		Held upright, holds head steadily (Up)
mulgmd050		Supports on forearms (P)
mulgmd060		Sits supported, head steady (Ssit)
mulgmd070		Rolls over (P to S)
mulgmd080		Holds on to fingers/pulls self to sit (S to Ssit)
mulgmd090		Shifts weight, reaches (P)
mulgmd100		Stands with hands held, bounces
mulgmd110		Sits with arms free (Sit)
mulgmd120		Pulls self to stand (Sit to stand)
mulgmd130		Gets from sitting to hands and knees (sit)
mulgmd140		Walks with one hand held
mulgmd150		Stands alone (1-2 seconds)
mulgmd160		Walks alone (4-5 steps)
mulgmd170		Throws a ball underhand
mulgmd180		Gets to stand by rolling to side (S to stand)
mulgmd190		Stands, squats, stands
mulgmd200		Walks up stairs with help, nonalternating
mulgmd210		Runs stiffly
mulgmd220		Kick a 10- to 12-inch ball (2 of 5 trials)
mulgmd230		Stands on one foot, with help
mulgmd240		Walks 4 to 5 steps, one foot on line
mulgmd250		Walks up stairs by self, nonalternating
mulgmd260		Jumps down from bench 1 foot
mulgmd261		Jumps down from bench 2 feet
mulgmd270		Jumps in place, feet together (one jump)
mulgmd280		Walks on tiptoes (4-5 steps)
mulgmd290		Walks on line, using arms to balance (6-7 steps)
mulgmd300		Walks down stairs by self, alternating
mulgmd310		Gets to stand/forward to sit (S to stand)
mulgmd320		Balances on one foot (2-3 seconds)
mulgmd330		Runs, turns corner, stops
mulgmd340		Hops two times
mulgmd350		Walks online, arms at side (6 steps)
mulred010		Reacts reflexively to loud noise (S)
mulred020		Alerts to sound (S)
mulred030		Responds to voice and face by smiling (A/V) (S)
mulred040		Coordinates listening and turning (PPr)
mulred050		Responds to voice and face by vocalizing (A/V) (PPr or Ssit)
mulred060		Coordinates listening and looking (Ssit)
mulred070		Enjoys self/mirror interaction (A/V) (Ssit)
mulred080		Attends to words and movement (A/V) (Ssit or Sit)
mulred090		Recognizes familiar names, words
mulred100		Recognizes own name
mulred110		Understands inhibitory words
mulred120		Understands simple verbal input
mulred130		Understands gesture and commands (A/V)
mulred140		Identifies objects (A/V)
mulred150		Gives toy on verbal request
mulred160		Comprehends questions I
mulred170		Follows directions
mulred180		Recognizes body parts (A/V) 1 one to three 2 four or five 3 six or seven
mulred181		Recognizes body parts (A/V) 1 one to three 2 four or five 3 six or seven
mulred182		Recognizes body parts (A/V) 1 one to three 2 four or five 3 six or seven
mulred190		Comprehends questions II (A/V)
mulred200		Follows related commands
mulred210		Identifies pictures (A/V)
mulred220		Auditory spatial awareness one position
mulred221		Auditory spatial awareness two positions
mulred222		Auditory spatial awareness three positions
mulred223		Auditory spatial awareness four or five positions
mulred230		Comprehends action words - one word
mulred231		Comprehends action words - two or three words
mulred240		Identifies object function (A/V)
mulred250		Follows two unrelated commands
mulred260		Size concepts (A/V)
mulred270		Identifies colors (A/V)
mulred280		Length concepts (A/V)
mulred290		Comparative concepts (A/V) three
mulred291		Comparative concepts (A/V) four
mulred292		Comparative concepts (A/V) five
mulred293		Comparative concepts (A/V) six
mulred300		General knowledge - six
mulred301		General knowledge - seven
mulred302		General knowledge - eight
mulred303		General knowledge - nine
mulred304		General knowledge - ten
mulred310		Follows three unrelated commands
mulred320		Has concept of six eight - one
mulred321		Has concept of six eight - both
mulred330		Identifies letters (A/V) - twelve
mulred331		Identifies letters (A/V) - fourteen
pegfmd001	COG47	Places 2 or more pegs in 30 sec with either hand
pegfmd002	COG62	Places  6 or more pegs in 30 sec with either hand
prifad011		Response to being asked to put 2 biscuits in bowl.
prifad012		Response to being asked to put 1 more biscuit in bowl as dog still hungry.
prifad021		Child points to the plate with many (6) biscuits.
prifad031		Constructs bridge of 5 blocks.
prifad041		Child puts cows together
prifad042		Child puts chickens together
prifad043		Child puts horses tougher
prifad051		Names finger
prifad052		Names eyebrows
prifad053		Names knee
prifad054		Names belly
prifad055		Names elbow
prifad061		Puts together 2 pieces
prifad071		Says name of mother
prifad081		Puts Behind
prifad082		Puts In Front
prifad091		Puts object on top
prifad092		Puts object under
prifad101		Number of correct responses -- times (5 possible) child put hand on cow.
prifad102		Number of errors  times (5 possible) child put hand on chicken or dog.
prifad111		Examiner asks What do you do when you fall and get a (scratch/bruise)?
prifad112		Examiner asks What do you do when you are sleepy?
prifad113		Examiner asks What do you do when you are hungry?
prifad121		Petting dog.
prifad122		Knitting
prifad123		Milking cow.
prifad124		Braiding hair.
prifad125		Washing cloths.
prifad126		Sweeping.
prifad127		Laying bricks, building with bricks.
prifad128		Swinging on swing.
prifad131		Child repeats correctly 2 series of 2 words
prifad132		Child repeats correctly 2 series of 3 words
prifad133		Child repeats correctly 2 series of 4 words
prihdd001		Can (childs name) identify or name at least 10 letters of alphabet?
prihdd002		Can (name) read at least 4 simple, popular words?
prihdd003		Does (name) know the name of and recognize the symbols of all numbers 1-10?
prihdd004		Can (name) pick up a small object like a stick or a (stone floor piece?) with two fingers?
prihdd005		Does (name) at times feel too sick to play?
prihdd006		Can (name) follow simple instructions about how to do something correctly?
prihdd007		When you give (name) something to make/do, can (name) do it by him/herself?
prihdd008		Does (name) get along well with other children?
prihdd009		Does (name) kick, bite or hit other children or adults?
prihdd010		Is (name) easily distracted?
prihdd011		Brush teeth after eating something.
prihdd012		Wash hands before eating.
prihdd013		Wash hands after going to the bathroom.
prised001		(Name) likes to draw or paint.
prised002		(Name) can play 15 minutes or more without needing the attention of an adult.
prised003		(NAME) likes to meet/know adults
prised004		(Name) has some favorite/preferred friends.
prised005		(Name) worries if a known/familiar person is sick or hurt (is interested in the wellbeing/health of that person.
prised006		(Name) has preferences for some toys or activities
prised007		When you have to leave, (NAME) cries
prised008		After a conflict, (NAME) can control self (control emotions, calm self?) with the help of an adult
prised009		(NAME) goes to the bathroom alone without the help of an adult
prised010		(NAME) helps with some things around the house when asked
prised011		(NAME) worries if a person is crying (is interested in the wellbeing of that person)
prised012		(NAME) likes to play with other children, even if s/he does not know them
prised013		(Name) imitates (in play) adults
prised014		When a known/familiar adult asks child to do something, s/he complies.
prised015		When (NAME) is very disturbed/upset/bothered by something, s/he can later calm self quickly
prised016		When something bothers (NAME), s/he can go to a familiar/well known person and tell him/her.
rapclc015		Does your child look at a person when that person starts talking or making noise? 
rapclc024		Does your child laugh? 
rapclc033		Does your child recognize you or other family members? 
rapclc037		Does your child show interest in new objects that are put in front of him/her by reaching out for them?
rapclc044		Does your child play by tapping an object on the ground or a table? 
rapclc046		Does your child intentionally move or change his/her position to get objects that are out of reach? 
rapclc052		Does the child look for an object of interest when it is removed from sight or hidden from him/her? 
rapclc088		Can your child say five or more separate words? 
rapclc091		Can your child speak using short sentences of two words that go together?
rapclc093		Can your child ask for something by name when he/she wants it?
rapclc096		Can your child correctly name at least one family member other than mom and dad? 
rapclc100		Can your child name at least two body parts? 
rapclc101		If you show your child an object he/she knows well, can he/she consistently name it? 
rapclc105		Can your child say ten or more separate words? 
rapclc107		Can your child sing a short song or repeat parts of a rhyme from memory by him/herself? 
rapclc108		Can your child tell you or someone familiar his/her own name [nickname] when asked to?
rapclc111		Can your child speak using sentences of three or more words that go together? 
rapclc112		Can your child correctly use any of the words "I," "you," "she," or "he"? 
rapclc115		Can your child correctly ask questions using any of the words "what," "which," "where," or "who"? 
rapclc116		Does your child pronounce most of his/her words correctly? 
rapclc117		If you show your child two objects or people of different size, can he/she tell you which one is the big one and which is the small one? 
rapclc118		Can your child count objects up to five (e.g., fingers, people)? 
rapclc119		Can your child explain in words what common objects like a cup or chair are used for? 
rapclc120		If you point to an object, can your child correctly use the words "on," "in," or "under" to describe where it is?
rapclc121		Does your child regularly use describing words such as "fast," "short," "hot," "fat," or "beautiful" correctly? 
rapclc122		Can the child name at least one color? 
rapclc124		Does your child ask "why" questions? 
rapclc126		If you ask your child to give you three objects (e.g., stones, beans), does the child give you the correct amount? 
rapclc138		Can your child talk about things that have happened in the past using correct language?
rapclc139		Can your child talk about things that will happen in the future using correct language? 
rapcmc089		Can your child say ten or more words in addition to "Mama" and "Dada"?
rapgmc035		When you put your child on the floor, can she lean on her hands while sitting? 
rapgmc053		While holding onto furniture, can your child bend down and pick up a small object from the floor and then return to a standing position?
rapgmc057		While holding onto furniture, does your child squat with control (without falling or flopping down)?
rapgmc067		Can your child move around by walking, rather than by crawling on his hands and knees?
rapgmc069		Can your child stand up from sitting by himself and take several steps forward?
raplgc008		Does your child make noise or gesture to get your attention?
raplgc018		When you talk to your child, does he/she smile, make noises, or move arms, legs or trunk in response?
raplgc022		Does your child turn his/her head towards your voice or some noise?
raplgc023		Does your child make sounds other than crying when LOOKING at toys or people?
raplgc028		Does your child make single sounds like "buh" or "duh" or "muh"?
raplgc056		Does your child make two similar sounds together like baba, mumu, pepe, didi?
raplgc060		Does your child stop what he/she is doing when you say “Stop!” even if just for a second?
raplgc068		Does your child make a gesture to indicate “No”?
raplgc072		Can your child follow a simple spoken command or direction without you making a gesture? 
raplgc081		Can your child follow directions with more than one step?
raplgc097		When looking at pictures, if you say to your child "what is this?", can they say the name of the object that you point to?
raplgc098		Can your child identify at least seven objects?
raplgc102		Does your child usually communicate with words what he/she wants in a way that is understandable to others?
raplgc113		Does your child know the difference between the words "big" and "small"?
raplgc127		Can your child tell a story?
raplgc131		Does your child understand the term 'longest'? 
rapmoc009		Does your child hold his/her hands in fists all the time? 
rapmoc010		While your child is on his/her back, can he/she bring his/her hands together?
rapmoc013		Does your child try to move his/her head (or eyes) to follow an object or person?
rapmoc014		When lying on his/her back, does your child move his/her arms and legs? 
rapmoc017		Does your child bring his/her hand to his/her mouth? 
rapmoc025		Can your child hold his/her head steady for at least a few seconds, without it flopping to the side?
rapmoc027		Does your child grasp onto a small object when put in his/her hand? 
rapmoc029		Does your child try to reach for objects that are in front of him/her by extending one or both arms?
rapmoc030		When he/she is on his/her tummy, can your child hold his/her head straight up, looking around for more than a few seconds? 
rapmoc034		Can your child reach for AND HOLD an object, at least for a few seconds?
rapmoc036		When held in a sitting position, can the child hold his/her head steady and straight? 
rapmoc038		Can your child roll from his/her back to stomach, or stomach to back, on his/her own? 
rapmoc039		Can your child pick up a small object using just one hand? 
rapmoc040		When lying on his/her stomach, can your child hold his/her head and chest off the ground using only his/her hands and arms for support? 
rapmoc042		When lying on his/her back, does the child grab his/her feet? 
rapmoc043		Can your child sit with support, either leaning against something (furniture or person), or by leaning forward on his or her hands?
rapmoc045		If an object falls to the ground out of view, does your child look for it?
rapmoc047		Can your child hold him/herself in a sitting position without help or support for longer than a few seconds? 
rapmoc049		Can your child bang objects together, or bang an object on the table or on the ground?
rapmoc050		Can your child pass a small object from one hand to the other?
rapmoc051		Can your child pick up a small object with just his/her thumb and one finger? 
rapmoc054		Can your child maintain a standing position while holding on to a person or object (e.g., wall or furniture)? 
rapmoc055		Can your child pull themselves up from the floor while holding onto something?
rapmoc058		Can your child pick up and drop a small object into a bucket or bowl while sitting? 
rapmoc059		Can your child walk several steps while holding on to a person or object (e.g., wall or furniture)? 
rapmoc061		Can your child stand up without holding onto anything, even if just for a few seconds?
rapmoc062		Can your child maintain a standing position on his/her own, without holding on or receiving support? 
rapmoc063		Can your child make any light marks on paper or in dirt with a crayon or a stick?
rapmoc065		Can your child climb onto an object (rock, porch, step, chair, bed, low table, etc.)?
rapmoc066		Can your child take several steps (3-5) forward without holding onto any person or object, even if they fall down immediately afterward? 
rapmoc070		Can your child bend down or squat to pick up an object from the floor and then stand up again, without help from a person or object?
rapmoc071		Can your child make a scribble on paper, or in dirt, in a back and forth manner?
rapmoc075		While standing, can your child purposefully throw the ball and not just drop it?
rapmoc076		Can your child walk well, with coordination, without falling down often?
rapmoc078		Can your child stack at least two objects on top of each other, such as bottle tops, blocks, stones, etc.?
rapmoc079		Can your child kick a ball or other round object forward using his/her foot? 
rapmoc080		While standing, can your child kick a ball by swinging his/her leg forward?
rapmoc083		Can your child stack three or more small objects on top of each other? 
rapmoc084		Can your child run well, without falling or bumping into objects?
rapmoc099		Can your child walk on an uneven surface without falling? 
rapmoc103		Can your child draw a straight line?
rapmoc104		Can your child remove an item of clothing? 
rapmoc106		Can your child jump with both feet leaving the ground? 
rapmoc110		Can your child unscrew the lid from a bottle or jar? 
rapmoc129		Can your child dress him/herself completely?
rapmoc132		Can the child fasten and unfasten buttons without help? 
rapmoc133		If you draw a circle can your child do it, just as you did?
rapmoc135		Can your child stand on one foot WITHOUT any support for at least a few seconds?
rapsec011		Does your child sometimes suck his/her thumb or fingers? 
rapsec012		Does your child smile?
rapsec016		Does your child smile when you smile or talk with him/her?
rapsec019		When you are about to pick up your child, does he/she act happy or excited?
rapsec020		Does your child look at your face when you speak to him/her? 
rapsec021		Does your child stop crying or calm down when you come to the room after being out of sight, or when you pick him or her up?
rapsec026		Does your child move excitedly, kick legs, move arms or trunk, or make coo noises when a known person enters the room or speaks to them?
rapsec031		If you play a game with your child, does he/she respond with interest?
rapsec032		Does your child smile or become excited when seeing someone familiar? 
rapsec041		Can your child eat food from your fingers or off a spoon you hold?
rapsec048		Is your child interested when he/she sees other children playing? Does she or he watch, smile, or look excited?
rapsec064		Can your child pick up small bits of food and feed him/her-self using his/her hand?
rapsec077		Does your child put his/her hands out to have them washed?
rapsec082		Even if your child is unable to do singing games, does he/she enjoy them and want to be a part of them?
rapsec085		Can your child greet people either by giving his/her hand or saying “hello”?
rapsec086		Does your child share with others?
rapsec090		Is your child able to go poo or pee without having accidents?
rapsec094		Can your child break off pieces of food and feed them to him/her-self?
rapsec095		Does your child show independence?
rapsec109		Can your child  put on at least one piece of clothing by himself?
rapsec114		Can your child say what he/she likes or dislikes? 
rapsec123		Does your child know to keep quiet when the situation requires it? (e.g., at ceremonies, when someone is asleep)
rapsec125		Can your child tell you when he/she is happy, angry, or sad? 
rapsec128		Can your child tell you when others are happy, angry, or sad? 
rapsec130		Does your child help out around the house with simple chores, even if he/she doesn't do them well?
rapsec134		Can your child go to the toilet by him/her-self?
rapsec136		Can your child say what others like or dislike?
rapsec137		Does your child show respect around elders?
rapxxc001		Does your child cry when he/she is hungry, wet, tired, or wants to be held?
rapxxc002		Does your child look at and focus on objects in front of him/her?
rapxxc003		Does your child grasp your finger if you touch her hand?
rapxxc004		Does your child make sounds other than crying?
rapxxc005		When your child is on his/her stomach, can he/she turn his/her head to the side?
rapxxc006		When your child is on his/her stomach, can he/she hold his/her head up off the ground?
rapxxc007		Can your child roll from his/her back to stomach or stomach to his/her side? 
rapxxc073		Can your child fetch something when asked?
rapxxc074		Can your child drink from an open  cup without help?
rapxxc087		Does your child dry hands by herself/himself after you have washed them?
