item	instrument	domain	mode	number	equate	label
crosec004	cro	se	c	004		Does the child sometimes suck his/her thumb or fingers? 
crosec005	cro	se	c	005		Does the child react differently according to the tone of your voice (e.g., smiles when you say something in a happy tone)? 
crosec006	cro	se	c	006		Does the child ask you for help using signs or words when he/she cannot do something on his/her own (e.g., to reach an object up high)?
crosec007	cro	se	c	007		Does the child watch what other children do and try to copy them? 
crosec008	cro	se	c	008		Does the child become overly distressed (e.g., cries, screams) in response to loud sounds or bright lights? 
crosec009	cro	se	c	009		Does the child often cry for no reason (e.g., when he/she is not hungry or tired)? 
crosec010	cro	se	c	010		When the child is upset, does he/she calm down quickly when you soothe or hold him/her? 
crosec011	cro	se	c	011		Does the child become very shy, afraid, or upset around strangers, even when you're with him/her?
crosec012	cro	se	c	012		Is the child generally more irritable or fussy than other children his/her age? 
crosec013	cro	se	c	013		Does the child have trouble falling asleep most nights? 
crosec014	cro	se	c	014		Does the child stop at least briefly when told "no" or "stop that"? 
crosec015	cro	se	c	015		Does the child often have extreme changes in emotions (e.g., quickly changing from very happy to very angry)? 
crosec016	cro	se	c	016		Does the child become upset when you are not with him/her? 
crosec017	cro	se	c	017		Does the child often show affection toward others (e.g., hugging parents, brothers, or sisters)? 
crosec018	cro	se	c	018		Does the child cry or whine when he/she is made to wait for something he/she wants (e.g., toy or food)? 
crosec019	cro	se	c	019		Can the child indicate when he/she needs to go to toilet? 
crosec020	cro	se	c	020		Can the child sit or play on his/her own for at least 20 minutes? 
crosec021	cro	se	c	021		Does the child listen to someone telling a story with interest? 
crosec022	cro	se	c	022		Does the child wake up more than two times at night and want your attention (e.g., cries, asks for you)? 
crosec023	cro	se	c	023		Does the child frequently complain of headaches or stomach-aches when he/she is not physically ill? 
crosec024	cro	se	c	024		Does the child show curiosity to learn new things (e.g., by asking questions or exploring a new area)? 
crosec025	cro	se	c	025		Does the child imitate others' behaviors (e.g., washing hands or dishes)? 
crosec026	cro	se	c	026		Does the child quickly calm down when he/she doesn't get what he/she wants? 
crosec027	cro	se	c	027		Does the child show signs of regressing behavior (i.e. behave or act younger than he/she is?) 
crosec028	cro	se	c	028		Does the child usually follow rules and obey adults (e.g., "go there" or "don't do that")?
crosec029	cro	se	c	029		Can the child sit still when asked to by an adult (e.g., for two minutes)? 
crosec030	cro	se	c	030		Does the child involve others in play (i.e., play interactive games with other children)? 
crosec031	cro	se	c	031		When the child is upset, does he/she calm down quickly on his/her own? 
crosec032	cro	se	c	032		Is the child frequently sad, worried, or anxious? 
crosec033	cro	se	c	033		Does the child cling excessively to his/her caregiver, even in a safe setting? 
crosec034	cro	se	c	034		Is the child often impatient or unwilling to wait when you ask him/her to? 
crosec035	cro	se	c	035		Can the child easily switch back and forth between activities (e.g., go back to a game after being interrupted)? 
crosec036	cro	se	c	036		Can the child concentrate on one task (e.g., playing with friends, eating meal) for 20 minutes? 
crosec037	cro	se	c	037		Does the child often refuse to play with other children? 
crosec038	cro	se	c	038		Does the child usually finish an activity he/she enjoys (e.g., a game or book)? 
crosec039	cro	se	c	039		Does the child often show panic or fear for no reason? 
crosec040	cro	se	c	040		Does the child often reject or turn away from affection (e.g., refuses or pulls away from hugs from well-known family members)? 
crosec041	cro	se	c	041		Can the child tell you when he/she is tired or hungry? 
crosec042	cro	se	c	042		Can the child say what he/she likes or dislikes (e.g., "I like sweets")? 
crosec043	cro	se	c	043		Does the child sometimes share things (e.g., food, toys) with others without being told? 
crosec044	cro	se	c	044		Does the child show sympathy or look concerned when others are hurt or sad? 
crosec045	cro	se	c	045		Is the child kind to younger children (e.g., speaks to them nicely and touches them gently)? 
crosec046	cro	se	c	046		Does the child greet neighbors or other people he/she knows without being told (e.g., by saying hello or gesturing hello)? 
crosec047	cro	se	c	047		Does the child prefer to play alone when other children are present? 
crosec048	cro	se	c	048		Does the child frequently destroy or act aggressively with objects on purpose? 
crosec049	cro	se	c	049		Can the child tell you when he/she is happy, angry, or sad? 
crosec050	cro	se	c	050		Does the child usually put objects or toys back where they belong after using them?
crosec051	cro	se	c	051		Can the child say what others like or dislike (e.g., "Mama doesn't like fruit," Papa likes football)?
crosec052	cro	se	c	052		Does the child sometimes save things like candy or new toys for the future? 
crosec053	cro	se	c	053		Does the child frequently act impulsively or without thinking (e.g., running into the street without looking)? 
crosec054	cro	se	c	054		Does the child have difficulty getting along with other children? 
crosec055	cro	se	c	055		Does the child often kick, bite, or hit other children or adults? 
crosec056	cro	se	c	056		Does the child usually show respect for authority figures (e.g., a teacher, grandparent)? 
crosec057	cro	se	c	057		Does the child become extremely withdrawn or shy in new situations? 
crosec058	cro	se	c	058		Does the child ask about familiar people other than parents when they are not there (e.g., "Where is the neighbor?")? 
crosec059	cro	se	c	059		Can the child tell you when others are happy, angry, or sad? 
ddicmm029	ddi	cm	m	029	REC50	Reacts when spoken to
ddicmm030	ddi	cm	m	030		Smiles in response (M; can ask parents)
ddicmm031	ddi	cm	m	031	EXP5	vocalizes in response
ddicmm033	ddi	cm	m	033	EXP10	Says dada, baba, gaga
ddicmm034	ddi	cm	m	034	EXP12	Babbles while playing
ddicmm036	ddi	cm	m	036		Waves 'bye-bye' (M; can ask parents)
ddicmm037	ddi	cm	m	037	EXP18	Uses two words with comprehension
ddicmm039	ddi	cm	m	039		Says three 'words'
ddicmm040	ddi	cm	m	040	REC25	Understands 'play' orders.  For example, "Give the dolly a little bite of your cookie"
ddicmm041	ddi	cm	m	041	EXP26	Says sentences with 2 words
ddicmm042	ddi	cm	m	042	REC24	Points at 6 parts of body of a doll.
ddicmm043	ddi	cm	m	043		Refers to self using 'me' or 'I' (M; can ask parents)
ddicmd044	ddi	cm	d	044		Points at 5 pictures in the book
ddicmm045	ddi	cm	m	045	EXP36	Says "sentences" of 3 or more words
ddicmm046	ddi	cm	m	046		Can be understood by family (M; can ask parents)
ddicmm047	ddi	cm	m	047		Talks spontaneously on daily events (M; can ask parents)
ddicmm048	ddi	cm	m	048	EXP32	Asks questions about "who", "what", Asks questions beginning by who, what, where and "how"
ddicmd049	ddi	cm	d	049		Can be understood by tester
ddicmm050	ddi	cm	m	050		Asks questions:how many, when, why (M; can ask parents)
ddicmd116	ddi	cm	d	116	REC6	Turn head to sound
ddicmd136	ddi	cm	d	136		Reacts to verbal request (M; can ask parents)
ddicmd141	ddi	cm	d	141		Identifies two named objects
ddicmd148	ddi	cm	d	148		Understands 'play' orders
ddifmd001	ddi	fm	d	001	COG3	Eyes fixate
ddifmd002	ddi	fm	d	002		Follows with eyes and head 30d  < 0 > 30d 
ddifmd003	ddi	fm	d	003	FM10	Hands open occasionally
ddifmm004	ddi	fm	m	004	COG18	Watches own hands
ddifmd005	ddi	fm	d	005		Plays with hands in midline
ddifmd007	ddi	fm	d	007	FM19	Passes cube from hand to hand
ddifmd008	ddi	fm	d	008	COG30	Holds cube, grasps another one with other hand
ddifmm009	ddi	fm	m	009	GM24	Plays with both feet
ddifmd010	ddi	fm	d	010	FM26	Picks up pellet between thumb and index finger
ddifmd011	ddi	fm	d	011	COG36	Puts cube in and out of a box
ddifmm012	ddi	fm	m	012		Plays 'give and take' (M; can ask parents)
ddifmd013	ddi	fm	d	013	FM31	Tower of 2 cubes
ddifmm014	ddi	fm	m	014		Explores environment energetically (M; can ask parents)
ddifmd015	ddi	fm	d	015	FM72	Builds tower of 3 cubes
ddifmm016	ddi	fm	m	016		Imitates everyday activities (M; can ask parents)
ddifmd017	ddi	fm	d	017	FM38	Tower of 6 cubes
ddifmd018	ddi	fm	d	018	COG49	Places round block in board
ddifmm019	ddi	fm	m	019		Takes off shoes and socks (M; can ask parents)
ddifmd020	ddi	fm	d	020	FM44	Imitates building a truck
ddifmd021	ddi	fm	d	021	COG56	Places 3 forms in form-box
ddifmd022	ddi	fm	d	022	FM41	Imitates drawing vertical line
ddifmd023	ddi	fm	d	023	FM52	Imitates building a bridge
ddifmd024	ddi	fm	d	024	COG58	Places 4 forms in form-box
ddifmm025	ddi	fm	m	025		Can dress (one piece) (M; can ask parents)
ddifmd026	ddi	fm	d	026	FM43	Copies a circle
ddifmd027	ddi	fm	d	027	FM37	Holds pencil with fingers
ddifmd154	ddi	fm	d	154		Eats with spoon without help (M; can ask parents)
ddigmd006	ddi	gm	d	006	FM12	Grasps object within reach
ddigmd052	ddi	gm	d	052	GM2	Moves arms equally well
ddigmd053	ddi	gm	d	053	GM1	Moves legs equally well
ddigmd054	ddi	gm	d	054		Stays suspended when lifted under the armpits
ddigmd055	ddi	gm	d	055	GM23	No head lag if pulled to sitting
ddigmd056	ddi	gm	d	056		Lifts chin off table for a moment
ddigmd057	ddi	gm	d	057	GM12	Lifts head to 45 degrees on prone position
ddigmd058	ddi	gm	d	058		Looks around to side with angle face-table 90 
ddigmd059	ddi	gm	d	059		Flexes or stomps legs while being swung
ddigmm060	ddi	gm	m	060	GM25	Rolls over back to front
ddigmd061	ddi	gm	d	061		Balances head well while sitting
ddigmd062	ddi	gm	d	062		Sits on buttocks while legs stretched
ddigmd063	ddi	gm	d	063	GM26	Sits in stable position without support
ddigmm064	ddi	gm	m	064	GM30	Crawls forward, abdomen on the floor
ddigmm065	ddi	gm	m	065	GM35	Pulls up to standing position
ddigmm066	ddi	gm	m	066		Crawls, abdomen off the floor (M; can ask parents)
ddigmm067	ddi	gm	m	067	GM38	Walks while holding onto play-pen or furniture
ddigmd068	ddi	gm	d	068	GM42	Walks alone
ddigmd069	ddi	gm	d	069	GM44	Throws ball without falling
ddigmd070	ddi	gm	d	070	GM45	Squats or bends to pick things up
ddigmd071	ddi	gm	d	071	GM55	Kicks ball
ddigmd072	ddi	gm	d	072	GM28	Can rotace fluently in sitting position
ddigmm073	ddi	gm	m	073		Rides on tricycle (M; can ask parents)
ddigmd074	ddi	gm	d	074	GM54	Jumps with both feet simultaneously
ddigmd146	ddi	gm	d	146		Drinks from cup (M; can ask parents)
ddigmd168	ddi	gm	d	168		Walks well
ddigmd268	ddi	gm	d	268	GM43	Walks well alone/walks smoothly
denfmd002	den	fm	d	002	FM76	Follow Past Midline
denfmd003	den	fm	d	003	FM77	Hold Rattle
denfmd004	den	fm	d	004	FM78	Hands Together
denfmd005	den	fm	d	005	FM79	Follow 180 Degrees
denfmd006	den	fm	d	006	FM80	Regard raisin
denfmd007	den	fm	d	007	COG174	Reaches
denfmd008	den	fm	d	008	COG25	Look for Yarn
denfmd009	den	fm	d	009	FM20	Rake Raisin
denfmd010	den	fm	d	010	FM21	Pass Block
denfmd011	den	fm	d	011	COG27	Take 2 Blocks
denfmd012	den	fm	d	012	FM24	Thumb-Finger Grip
denfmd013	den	fm	d	013	COG24	Bang 2 Blocks 
denfmd014	den	fm	d	014	COG36	Put Block in Cup
denfmd015	den	fm	d	015	FM30	Scribbles
denfmd016	den	fm	d	016	COG42	Drop Raisin
denfmd017	den	fm	d	017	FM31	2 Blocks
denfmd018	den	fm	d	018	FM81	4 Blocks
denfmd019	den	fm	d	019	FM38	6 Blocks
denfmd020	den	fm	d	020	FM41	Imitate Vertical Line
denfmd021	den	fm	d	021	FM54	8 Blocks
denfmd022	den	fm	d	022	FM82	Wiggle Thumb
denfmd023	den	fm	d	023	FM43	Copy a Circle
denfmd024	den	fm	d	024	FM83	Draws 3 or more body parts
denfmd025	den	fm	d	025	FM61	Copy +  (2 lines that intersect near the midpoint using only 2 strokes)
denfmd026	den	fm	d	026	FM84	Pick Longer Line
denfmd027	den	fm	d	027	FM60	Copy Square, Demonstrated
denfmd028	den	fm	d	028	FM86	Draws 6 or more body parts
denfmd029	den	fm	d	029	FM66	Copy Square
dengmd007	den	gm	d	007	GM21	Lift Chest with Arms
dengmd008	den	gm	d	008	GM25	Roll Over/from back to side
dengmd009	den	gm	d	009	GM23	Pull to Sit, No Head Lag
dengmd010	den	gm	d	010	GM26	Sit No Support
dengmd011	den	gm	d	011	GM77	Stand, Holding On
dengmd012	den	gm	d	012	GM35	Pull to Stand
dengmd013	den	gm	d	013	GM78	Get To Sitting 
dengmd014	den	gm	d	014	GM33	Stand 2 Seconds
dengmd015	den	gm	d	015	GM40	Stand 10 seconds
dengmd016	den	gm	d	016	GM79	Stoop and Recover
dengmd017	den	gm	d	017	GM43	Walk Well
dengmd018	den	gm	d	018	GM48	Walk Backwards 
dengmd019	den	gm	d	019	GM50	Runs
dengmd020	den	gm	d	020	GM47	Walk Up Stairs 
dengmd021	den	gm	d	021	GM55	Kick Ball Forward
dengmd022	den	gm	d	022	GM59	Jump Up
dengmd023	den	gm	d	023	GM44	Throw Ball Overhand
dengmd024	den	gm	d	024	GM72	Long Jump
dengmd025	den	gm	d	025		Balance each foot 1 second
dengmd026	den	gm	d	026	GM61	Balance each foot 2 seconds
dengmd027	den	gm	d	027	GM68	Hop
dengmd028	den	gm	d	028		Balance each foot 3 seconds
dengmd029	den	gm	d	029		Balance each foot 4 seconds
dengmd030	den	gm	d	030		Balance each foot 5 seconds
dengmd031	den	gm	d	031	GM71	Walk heel to toe
dengmd032	den	gm	d	032	GM70	Balance each foot 6 seconds
denlgd005	den	lg	d	005	EXP54	Squeals 
denlgd006	den	lg	d	006	REC6	Turn to Rattle Sound
denlgd007	den	lg	d	007	REC9	Turn to Voice
denlgd008	den	lg	d	008	EXP8	Single Syllables 
denlgd009	den	lg	d	009	EXP55	Imitate Speech Sounds 
denlgd010	den	lg	d	010	EXP10	Abba / Mama Nonspecific 
denlgd011	den	lg	d	011	EXP13	Combine Syllables 
denlgd012	den	lg	d	012	EXP56	Babbles 
denlgd013	den	lg	d	013		dada/mama specific
denlgd014	den	lg	d	014	EXP14	Say 1 Word 
denlgd015	den	lg	d	015	EXP18	Say 2 Words 
denlgd016	den	lg	d	016		Say 3 Words 
denlgd017	den	lg	d	017	EXP23	Say 6 Words 
denlgd018	den	lg	d	018	REC17	Point to Pictures (2) 
denlgd019	den	lg	d	019	EXP26	Combine Words 
denlgd020	den	lg	d	020	EXP22	Name Pictures (1)
denlgd021	den	lg	d	021	REC24	Body Parts
denlgd022	den	lg	d	022	REC21	Point to Pictures (4) 
denlgd023	den	lg	d	023	EXP57	Speech Half Understandable
denlgd024	den	lg	d	024		Name 4 pictures
denlgd025	den	lg	d	025	REC23	Know Actions (2)
denlgd026	den	lg	d	026	EXP58	Know Adjectives (2)
denlgd027	den	lg	d	027	COG68	Name Color (1 or 4)
denlgd028	den	lg	d	028	REC27	Use of two objects
denlgd029	den	lg	d	029	COG70	Count 1 Block
denlgd030	den	lg	d	030	REC27	Use of four objects
denlgd031	den	lg	d	031	REC26	Know Actions (2) (4)
denlgd032	den	lg	d	032	EXP33	Speech All-Understandable
denlgd033	den	lg	d	033	REC42	Understand 4 Prepositions
denlgd034	den	lg	d	034	EXP41	Name Color (4)
denlgd035	den	lg	d	035	EXP59	Define 5 words
denlgd036	den	lg	d	036		Knows adjectives (3)
denlgd037	den	lg	d	037	COG79	Count 5 Blocks
denlgd038	den	lg	d	038	EXP60	Opposites (2)
denlgd039	den	lg	d	039	EXP59	Count blocks (5)
densld004	den	sl	d	004		Regard own hand
densld005	den	sl	d	005		Work for toy
densld006	den	sl	d	006		feed self
densld007	den	sl	d	007	EXP11	Clapping game "pat a cake"
densld008	den	sl	d	008	EXP9	Indicate Wants 
densld009	den	sl	d	009		wave bye-bye
densld010	den	sl	d	010	COG53	Play Ball with You 
densld011	den	sl	d	011	COG65	Imitate Activities 
densld012	den	sl	d	012		Drink from a cup
densld013	den	sl	d	013		help in house
densld014	den	sl	d	014		use spoon/fork
densld015	den	sl	d	015		remove garment
densld016	den	sl	d	016		feed doll
densld017	den	sl	d	017		put on clothing
densld018	den	sl	d	018		brush teeth with help
densld019	den	sl	d	019		wash and dry hands
densld020	den	sl	d	020		name friend
densld021	den	sl	d	021		put on T-shirt
densld022	den	sl	d	022		dress no help
densld023	den	sl	d	023	COG71	Play Games 
densld024	den	sl	d	024		brush teeth no help
densld025	den	sl	d	025		prepare cereal
dmcfmd001	dmc	fm	d	001		Watches a moving item in front of face
dmcfmd002	dmc	fm	d	002		Reaches out for objects unsuccessfully
dmcfmd003	dmc	fm	d	003		Reaches out and grasps objects
dmcfmd004	dmc	fm	d	004		Picks up small objects in anyway
dmcfmd005	dmc	fm	d	005		Picks up small objects using one hand rather than two
dmcfmd006	dmc	fm	d	006		Picks grains
dmcfmd007	dmc	fm	d	007		Holds a pen in anyway
dmcfmd008	dmc	fm	d	008		Holds a pen between finger and thumb
dmcfmd009	dmc	fm	d	009		Scribbles with a pen
dmcfmd010	dmc	fm	d	010		Opens a door that requires pushing.
dmcfmd011	dmc	fm	d	011		Opens a door by turning and pulling doorknob.
dmcgmd001	dmc	gm	d	001		Holds head erect for a few minutes
dmcgmd002	dmc	gm	d	002		Controls the head
dmcgmd003	dmc	gm	d	003		Sits supported
dmcgmd004	dmc	gm	d	004		Sits alone on the floor
dmcgmd005	dmc	gm	d	005		Crawls
dmcgmd006	dmc	gm	d	006		Stands when held up
dmcgmd007	dmc	gm	d	007		Pulls self while holding on to object into a standing position
dmcgmd008	dmc	gm	d	008		Stands holding on to furniture or object
dmcgmd009	dmc	gm	d	009		Stands alone
dmcgmd010	dmc	gm	d	010		Walks when held
dmcgmd011	dmc	gm	d	011		Walks alone
dmcgmd012	dmc	gm	d	012		Climbs onto a low chair
dmcgmd013	dmc	gm	d	013		Climbs out of a low chair
dmcgmd014	dmc	gm	d	014		Runs 
dmcgmd015	dmc	gm	d	015		Jumps
dmcgmd016	dmc	gm	d	016		Kicks football
dmcgmd017	dmc	gm	d	017		Throws football
dmclgd001	dmc	lg	d	001		Repeats vowels in strings e.g. aa aa aa
dmclgd002	dmc	lg	d	002		Repeats syllables in strings e.g. ma ma ma
dmclgd003	dmc	lg	d	003		Uses synonyms e.g. tamu tamu for sweet foods
dmclgd004	dmc	lg	d	004		Uses onomatopes. These are words that describe sounds in a particular situation. E.g. mee for goat, boo for cow
dmclgd005	dmc	lg	d	005		Uses gestures to communicate
dmclgd006	dmc	lg	d	006		Uses one definite word
dmclgd007	dmc	lg	d	007		Says more than three words
dmclgd008	dmc	lg	d	008		Says more than ----- words (record the number of word the mother says)
dmclgd009	dmc	lg	d	009		Uses two words combinations
dmclgd010	dmc	lg	d	010		Identifies of familiar objects: record the number reported
dmclgd011	dmc	lg	d	011		Names familiar objects: record the number reported
dmcsld001	dmc	sl	d	001		Regards person: fleeting
dmcsld002	dmc	sl	d	002		Follows moving person with eyes
dmcsld003	dmc	sl	d	003		Smiles
dmcsld004	dmc	sl	d	004		Vocalizes when talked to
dmcsld005	dmc	sl	d	005		Visually recognises the mother
dmcsld006	dmc	sl	d	006		Knows strangers from familiar people
dmcsld007	dmc	sl	d	007		Reaches out for familiar people
dmcsld008	dmc	sl	d	008		Goes happily with people he know
dmcsld009	dmc	sl	d	009		Reacts to own name
dmcsld010	dmc	sl	d	010		Watches others and plays next to them.
dmcsld011	dmc	sl	d	011		Shows an interest in what others are doing.
dmcsld012	dmc	sl	d	012		Joins other children in play
dmcsld013	dmc	sl	d	013		Tries to help dress arms into a shirt or blouse.
dmcsld014	dmc	sl	d	014		Undresses self
dmcsld015	dmc	sl	d	015		Dresses self with minimal assistance
dmcsld016	dmc	sl	d	016		Dresses self without any assistance.
dmcsld017	dmc	sl	d	017		Takes liquids from cups when held to lips
dmcsld018	dmc	sl	d	018		Drinks from a cup with assistance
dmcsld019	dmc	sl	d	019		Can manage a cup well.
dmcsld020	dmc	sl	d	020		Uses hands to feed self: spillage
dmcsld021	dmc	sl	d	021		Uses hands to feed self: no spillage
dmcsld022	dmc	sl	d	022		Uses spoon to feed self: spillage
dmcsld023	dmc	sl	d	023		Uses spoon to feed self: no spillage
dmcsld024	dmc	sl	d	024		Usually stays dry and clean for up to an hour
dmcsld025	dmc	sl	d	025		Indicates when wet
dmcsld026	dmc	sl	d	026		Usually says when pressed (wants to go for a short call).
dmcsld027	dmc	sl	d	027		Bowel control complete, rarely dirty by day
gricgd004	gri	cg	d	004		Holds rod put in hand (see E7)
gricgd006	gri	cg	d	006		Plays with own fingers
gricgd007	gri	cg	d	007		Resists withdrawal of rod
gricgd008	gri	cg	d	008		Claps cube put in hand
gricgd009	gri	cg	d	009		Reaches to Paper III - Pulls it away
gricgd010	gri	cg	d	010		Shows interest in box
gricgd011	gri	cg	d	011	COG30	(Performance) Holds 2 cubes.
gricgd012	gri	cg	d	012	FM15	(Performance) Takes cube or toy from table
gricgd013	gri	cg	d	013	FM21	(Performance) Passes toy from hand to hand
gricgd014	gri	cg	d	014		Drops one cube for third
gricgd015	gri	cg	d	015		Manipulates 2 objects at once
gricgd016	gri	cg	d	016		Reacts to Paper IV - Plays with, crumbles, etc.
gricgd017	gri	cg	d	017		Lifts inverted cup in search of toy
gricgd018	gri	cg	d	018		Rattles box
gricgd019	gri	cg	d	019		Lifts lid off box
gricgd020	gri	cg	d	020	FM23	(Performance) Clicks 2 bricks together
gricgd021	gri	cg	d	021		Tries to take cubes out of box
gricgd022	gri	cg	d	022		Finds toy under cup
gricgd023	gri	cg	d	023	COG37	(Performance) Accepts 3rd cube without dropping
gricgd024	gri	cg	d	024		Manipulates box, lid and cubes
gricgd201	gri	cg	d	201		Remove both cubes from box (shown)
gricgd202	gri	cg	d	202		Unwraps and finds toy
gricgd203	gri	cg	d	203		One circle board - 2 trials
gricgd204	gri	cg	d	204		Opens 2 boxes
gricgd205	gri	cg	d	205		Puts cubes in and out of boxes in play
gricgd206	gri	cg	d	206		Puts 2 cubes back into one box when encouraged to do so
gricgd207	gri	cg	d	207		Two circle board - one in
gricgd208	gri	cg	d	208		Square board - 2 trials
gricgd209	gri	cg	d	209		Two circle board - two in
gricgd210	gri	cg	d	210		Can put lid back on box
gricgd211	gri	cg	d	211	COG49	(Performance) Three hole board - one in.
gricgd212	gri	cg	d	212		Puts 2 cubes into box lid on - all complete
gricgd213	gri	cg	d	213		Circle and square board together
gricgd214	gri	cg	d	214		Three-hole board - two in
gricgd215	gri	cg	d	215	COG56	(Performance) Three-hole board - three in. 
gricgd216	gri	cg	d	216		Two circle board, rotated
gricgd217	gri	cg	d	217		Circle and square board rotated 
gricgd218	gri	cg	d	218		(credit as 2 items)
gricgd219	gri	cg	d	219		Assembles three boxes 
gricgd220	gri	cg	d	220		(credit as 2 items)
gricgd221	gri	cg	d	221		Can open screw toy 
gricgd222	gri	cg	d	222	COG46	(Performance) Can open screw toy (credit as two items)
gricgd223	gri	cg	d	223		Three-hole board, rotated 
gricgd224	gri	cg	d	224	COG60	(Performance) Three-hole board, rotated (credit as two items)
gricgd301	gri	cg	d	301		Reassembles screw toy
gricgd302	gri	cg	d	302		Returns 9 bricks to box and replaces lid within one minute
gricgd303	gri	cg	d	303		Four-squares board completed within one minute - 2 trials
gricgd304	gri	cg	d	304		Six-hole board completed within one minute - 2 trials
gricgd305	gri	cg	d	305		Four-squares board: (40 secs).
gricgd306	gri	cg	d	306		Six-hole board: (40 secs).
gricgd401	gri	cg	d	401		Returns 9 bricks to box and replaces lid within 40 seconds
gricgd402	gri	cg	d	402	FM52	(Performance) Builds bridge with 3 boxes - inferior model but still stands.
gricgd403	gri	cg	d	403		Assembles brick-boxes by colour - no error
gricgd404	gri	cg	d	404		Four-squares board: (15 secs)
gricgd405	gri	cg	d	405		Train under bridge successfully
gricgd406	gri	cg	d	406		Eleven-hole board (within 60 secs) Time taken (.....)
gricgd501	gri	cg	d	501		Six-hole board within (20 seconds)
gricgd502	gri	cg	d	502		Builds bridge - superior model
gricgd503	gri	cg	d	503		Pattern making no. 2 (60 seconds). Time taken (........)
gricgd504	gri	cg	d	504		Builds gate to model
gricgd505	gri	cg	d	505		Pattern making No. 2 (40 seconds)
gricgd506	gri	cg	d	506		Pattern making No.5 (60 seconds). (Time taken ....)
gricgd601	gri	cg	d	601		Eleven-hole board - within 40 seconds.
gricgd602	gri	cg	d	602		Pattern making No. 5 - within 40 seconds
gricgd603	gri	cg	d	603		Ten-brick Memory Stairs (Imitation)
gricgd604	gri	cg	d	604		Pattern making No. 3 - within 60 seconds (Time taken ....)
griehd005	gri	eh	d	005		Follows a bell-ring - vomed in a complete circle
griehd006	gri	eh	d	006		Glances from one object to another
griehd007	gri	eh	d	007		Watches objects pulled along by string
griehd008	gri	eh	d	008		Visually explores new environment
griehd009	gri	eh	d	009		Reaches for ring and grasps
griehd010	gri	eh	d	010		Secures dangling ring
griehd011	gri	eh	d	011		Hands explore table surface
griehd012	gri	eh	d	012		Plays with ring - shaking bells, banging, etc.
griehd013	gri	eh	d	013	COG25	(Eye and Hand Co-ordination) Looks for falling object
griehd014	gri	eh	d	014		Strikes one object with another
griehd015	gri	eh	d	015	FM18	(Eye and Hand Co-ordination) Forefinger and thumb partly specialized
griehd016	gri	eh	d	016	COG29	(Eye and Hand Co-ordination)  Secures ring by means of string on table surface
griehd017	gri	eh	d	017	FM24	(Eye and Hand Co-ordination) Fine prehension.
griehd018	gri	eh	d	018	COG41	(Eye and Hand Co-ordination) Dangles ring by the string
griehd019	gri	eh	d	019		Throws object
griehd020	gri	eh	d	020	FM22	(Eye and Hand Co-ordination) Thumb opposition complete.
griehd021	gri	eh	d	021	FM29	(Eye and Hand Co-ordination) Can point with index finger.
griehd022	gri	eh	d	022		Interest in motor car
griehd023	gri	eh	d	023	FM28	(Eye and Hand Co-ordination) Can hold pencil as if to mark on paper.
griehd024	gri	eh	d	024		Likes holding little toys 
griehd201	gri	eh	d	201		Uses pencil on paper a little 
griehd202	gri	eh	d	202		Shows preference for one hand
griehd203	gri	eh	d	203		Plays rolling a ball
griehd204	gri	eh	d	204		Can hold 4 cubes in hands at once
griehd205	gri	eh	d	205	COG39	(Eye and Hand Co-ordination) Plays pushing little cars along
griehd206	gri	eh	d	206		Places one box, lid or brick upon another
griehd207	gri	eh	d	207	FM31	(Eye and Hand Co-ordination)  Tower of 2 bricks - imitation..
griehd208	gri	eh	d	208	COG28	(Eye and Hand Co-ordination) Pulls paper or cloth to get toy
griehd209	gri	eh	d	209	FM30	(Eye and Hand Co-ordination) Scribbles more freely, and deliberately.
griehd210	gri	eh	d	210		Constructive play with boxes or other materials 
griehd211	gri	eh	d	211	COG53	(Eye and Hand Coordination) Constructive play with boxes or other materials (credit as 2 items)
griehd212	gri	eh	d	212		Builds tower of 3 bricks
griehd213	gri	eh	d	213		Can throw a ball 
griehd214	gri	eh	d	214	GM44	(Eye and hand) Can throw a ball
griehd215	gri	eh	d	215		Tower of 4+ bricks
griehd216	gri	eh	d	216		Enjoys vigourous scribble
griehd217	gri	eh	d	217		Can pour water from one cup to another 
griehd218	gri	eh	d	218		Tower of 5+ bricks 
griehd219	gri	eh	d	219	FM43	(Eye and Hand Co-ordination) Circular scribble in imitation
griehd220	gri	eh	d	220		Makes train of 3+ bricks 
griehd221	gri	eh	d	221		(Credit as 2 items)
griehd222	gri	eh	d	222		Makes a brick or toy walk
griehd223	gri	eh	d	223	FM38	(Eye and Hand Co-ordination) Tower of 6 or 7 bricks.
griehd224	gri	eh	d	224	FM41	(Eye and Hand Co-ordination) Draws a perpendicular stroke or line (in imitation)  
griehd301	gri	eh	d	301	FM40	(Eye and Hand Co-ordination) Draws a horizontal stroke in imitation
griehd302	gri	eh	d	302		Threads 6 beads
griehd303	gri	eh	d	303	FM54	(Eye and Hand Co-ordination) Builds a tower of 8+ bricks.
griehd304	gri	eh	d	304		Handles scissors - tries to cut paper (4 inch square)
griehd305	gri	eh	d	305		Copies a circle - primitive model. Stage I.
griehd306	gri	eh	d	306	FM61	(Eye and Hand Co-ordination) Copies a cross -recognisable. Stage I
griehd401	gri	eh	d	401		Folds a four-inch square of paper once (i.e. in half)
griehd402	gri	eh	d	402		Threads 12+ beads (not by pattern)
griehd403	gri	eh	d	403	FM51	(Eye and Hand Co-ordination) Can cut square into two fairly equal pieces.
